,CPI,trade_balance_perc_of_gdp,life_expectancy,inflation_annual_perc,gini_index,democracy_index,childmor_0_5_per_1000,cellphone_per_100,avrg_daily_income,gender_inequality_ind,press_freedom_index,political_stability,ethnic_div_index,linguistic_div_index,religious_div_index,rural_population_ratio,unemployment_perc_tot_labor,pop_percent_with_sanitation,undernourishment_prevalence_perc,population,fertility_rate
1636,45.0,-20.6,60.1,6.95,61.0,63.5,50.7,78.9,8.06,0.498,91.0,0.929570853710175,0.6329,0.7005,0.6626,59.399,22.293,31.772318,29.5,2067928.0,3.61
1640,44.0,-0.0467,76.8,5.45,39.0,57.1,18.6,86.9,16.4,0.437,61.75,-1.03079056739807,0.32,0.2216,0.0049,29.759,12.55,92.61661,2.5,72225648.0,2.17
1641,43.0,-0.62,81.8,1.68,33.8,79.0,4.06,151.0,49.3,0.125,87.85714286,0.346905887126923,0.1145,0.1147,0.3027,31.791,7.75,99.885735,2.5,59562844.0,1.42
1642,43.0,9.32,71.6,-15.7,35.6,18.7,12.9,158.0,41.6,0.658,23.5,-0.49253523349762,0.18,0.0949,0.127,18.133,5.38,99.14617,5.6,28483800.0,3.06
1643,42.0,-2.94,76.0,3.02,36.2,28.8,18.9,90.8,11.3,0.289,38.5,0.0596117079257965,0.0394,0.0124,0.0104,33.624,13.29,85.75265,3.6,10784499.0,2.1
1644,41.0,-5.55,76.5,2.98,32.6,69.3,5.67,107.0,28.1,0.142,82.83333333,0.612926959991455,0.369,0.0763,0.4447,45.013,9.2,96.34484,2.5,4382142.0,1.45
1645,41.0,-19.1,71.7,-2.14,38.2,46.0,15.6,73.6,6.12,0.452,81.16666667,-0.965524911880493,0.4923,0.4749,0.6543,44.85,20.71,87.88844,5.0,3855203.0,1.87
1646,41.0,30.1,78.7,-17.2,34.9,36.4,10.7,93.7,66.1,0.231,84.75,0.353407442569733,0.6604,0.3444,0.6745,0.0,1.64,100.0,2.5,2795553.0,2.28
1647,39.0,-13.0,61.3,15.7,42.5,56.9,73.2,60.6,4.16,0.574,94.0,0.0278358180075884,0.6733,0.6731,0.7987,49.969,5.243,13.841823,6.6,24950768.0,4.31
1649,38.0,-8.25,72.1,3.86,33.8,69.3,11.1,137.0,18.2,0.247,84.38888889,0.353678971529007,0.4021,0.3031,0.5965,28.037,6.82,85.92101,4.1,7634737.0,1.47
1650,38.0,-21.6,73.0,0.295,42.8,61.9,10.9,93.0,10.5,0.172,91.25,-0.298555880784988,0.5023,0.5021,0.5899,42.883,32.35,91.5033,3.1,2089793.0,1.46
1651,38.0,-9.78,80.2,2.57,33.6,80.3,3.91,120.0,41.4,0.157,91.0,-0.208124294877052,0.1576,0.03,0.153,24.068,9.62,98.468124,2.5,11055503.0,1.43
1652,38.0,-6.43,73.5,4.09,35.6,68.3,12.0,123.0,11.5,0.369,87.5,0.359366297721863,0.3069,0.1723,0.2373,46.302,6.86,78.187744,2.5,20466318.0,1.46
1653,37.0,-0.403,73.7,7.31,53.7,72.5,19.6,87.1,17.1,0.458,84.125,0.163664221763611,0.5408,0.0468,0.6054,15.956,9.42,81.00652,4.3,194517552.0,1.82
1654,37.0,-2.31,77.5,4.06,54.3,65.5,19.1,95.1,12.7,0.488,59.875,-1.83234584331512,0.6014,0.0193,0.1478,22.413,11.32,83.391975,12.1,44313916.0,2.04
1655,37.0,4.77,77.4,2.06,47.0,63.5,21.1,85.1,11.1,0.428,79.125,-1.1800479888916,0.6566,0.3358,0.1988,23.759,3.96,70.74857,9.7,29009326.0,2.57
1656,37.0,0.329,72.1,6.48,60.8,66.2,25.5,141.0,17.8,0.474,89.4,0.147267401218414,0.7332,0.331,0.791,33.588,8.72,82.50341,7.7,539996.0,2.55
1657,36.0,-12.7,57.6,2.41,39.8,36.0,122.0,24.4,2.84,0.621,85.0,0.0340402871370316,0.7377,0.7228,0.5798,75.921,3.574,16.798128,14.1,15650018.0,5.95
1658,36.0,4.31,74.7,-0.21,43.4,30.9,17.0,55.8,6.79,0.255,15.5,-0.451781332492828,0.1538,0.1327,0.6643,52.12,4.72,73.82714,2.8,1339125632.0,1.59
1659,36.0,-8.18,46.4,9.77,51.5,29.7,100.0,60.7,3.73,0.555,47.5,-0.0147166308015585,0.0582,0.1722,0.4444,77.738,27.074,55.374496,15.0,1094890.0,3.61
1662,34.0,-9.31,69.9,3.6,52.1,60.6,36.4,121.0,11.0,0.551,70.5,-0.925672590732574,0.5122,0.4586,0.3753,51.896,3.489,64.96174,17.6,14259415.0,3.47
1663,34.0,-5.47,66.8,7.04,35.4,75.4,61.4,42.9,3.51,0.589,70.66666667,-1.35554790496826,0.4182,0.8069,0.326,69.413,8.384,39.603016,16.3,1223640192.0,2.67
1664,34.0,0.648,78.4,6.47,51.8,72.5,20.5,170.0,22.5,0.509,85.5,0.0622795186936855,0.5528,0.3873,0.3338,35.149,6.011,71.84611,12.4,3559339.0,2.63
1665,34.0,9.61,76.9,0.195,39.6,66.8,14.0,97.3,13.3,0.382,56.0,-1.42447113990784,0.6338,0.6344,0.0994,57.457,1.49,95.06909,10.3,67813656.0,1.55
1666,33.0,-72.1,47.4,2.35,48.3,61.5,107.0,32.9,3.17,0.561,72.5,0.3261559009552,0.255,0.2543,0.7211,75.707,17.048,28.307877,11.9,2009178.0,3.33
1668,33.0,-1.66,75.0,3.95,48.5,68.5,17.9,74.9,13.5,0.414,51.75,-0.686627805233002,0.5418,0.1511,0.1796,22.48,5.36,84.43419,4.7,111049424.0,2.36
1670,33.0,-10.9,71.6,-0.453,40.2,38.4,33.5,79.3,9.18,0.53,59.0,-0.398299634456635,0.4841,0.4683,0.0035,42.548,8.96,76.973434,5.4,32042880.0,2.57
1671,33.0,-16.1,63.4,7.15,48.1,34.8,70.7,24.2,2.87,0.457,35.33333333,-0.506896436214447,0.3238,0.0,0.5066,83.07,11.92,57.042137,29.9,10043736.0,4.64
1672,32.0,-24.6,78.0,2.42,29.7,58.9,14.4,84.1,9.91,0.242,78.25,-0.0451405122876167,0.2204,0.0399,0.4719,48.924,13.67,94.63116,6.3,2930553.0,1.65
1675,31.0,-6.49,73.4,5.88,36.0,66.3,12.0,79.6,6.91,0.414,25.0,-1.34090304374695,0.415,0.4645,0.4853,81.758,5.85,85.001465,9.8,20482484.0,2.23
1676,30.0,-23.7,76.1,0.185,33.0,55.1,7.53,84.0,21.7,0.223,89.5,-0.665914297103882,0.63,0.6751,0.6851,54.761,24.07,95.201324,2.5,3877755.0,1.3
1677,30.0,-8.55,73.4,3.5,48.9,62.0,34.6,89.4,12.4,0.498,73.16666667,-0.0027351030148565,0.4294,0.0395,0.3118,27.458,5.47,81.97974,15.2,9648061.0,2.63
1678,30.0,-17.9,74.6,11.7,45.3,72.1,18.8,109.0,14.9,0.423,95.25,-0.363817691802979,0.4129,0.1098,0.616,46.443,7.31,84.470024,9.6,2722405.0,2.21
1679,30.0,-21.7,62.3,6.93,41.9,47.5,70.0,29.8,1.74,0.618,54.16666667,-0.733878493309021,0.8791,0.0204,0.5191,68.699,4.004,7.9092374,29.7,21117092.0,4.69
1680,30.0,-13.5,65.4,-1.69,39.9,53.2,70.7,56.6,3.35,0.594,78.0,-0.205200999975204,0.6939,0.7081,0.1497,56.641,10.194,46.25445,11.0,12195028.0,5.08
1683,29.0,5.06,75.8,15.4,43.6,67.3,14.9,129.0,21.1,0.369,88.66666667,-0.234854578971863,0.255,0.0618,0.2236,9.309,8.65,91.97501,3.2,40684344.0,2.38
1684,29.0,-4.85,60.7,2.54,42.2,61.1,113.0,54.9,2.93,0.622,84.0,0.40366667509079,0.7872,0.7905,0.5544,57.42,0.996,12.366553,8.8,9172514.0,5.42
1685,29.0,20.8,62.7,-18.1,40.8,31.4,65.4,87.7,9.83,0.578,56.5,0.140438765287399,0.769,0.7821,0.6674,15.045,19.834,42.967144,16.3,1653549.0,4.11
1686,29.0,-10.3,63.3,4.51,44.1,37.9,80.0,69.9,4.24,0.664,51.75,0.12231682240963,0.7864,0.8076,0.097,45.063,9.131,46.08333,12.8,1878124.0,5.74
1688,28.0,-0.581,74.2,-11.2,28.5,33.8,28.3,93.0,8.93,0.518,50.4375,-1.19691348075867,0.3394,0.4427,0.0091,33.174,10.16,86.75949,5.1,35196040.0,2.83
1690,28.0,-6.64,69.3,11.2,30.6,34.8,30.2,64.7,6.21,0.556,48.625,-0.607227087020874,0.1836,0.0237,0.1979,56.961,9.087,94.01378,4.9,85501064.0,3.11
1691,28.0,2.81,69.1,8.27,35.1,64.3,35.5,67.9,4.31,0.503,71.5,-0.751153647899628,0.7351,0.768,0.234,50.866,6.11,58.79886,15.4,240981296.0,2.49
1693,28.0,-7.09,58.0,4.64,33.0,59.4,136.0,29.7,2.76,0.659,92.0,-0.07557762414217,0.6906,0.8388,0.182,64.8,1.329,27.88463,7.4,15032645.0,6.61
1696,28.0,-10.8,58.7,1.58,44.5,29.4,92.3,34.2,2.61,0.612,84.5,-0.165575549006462,0.7099,0.898,0.6596,62.942,2.875,13.007009,23.0,6398626.0,4.94
1697,27.0,-27.9,73.6,2.5,28.0,40.9,19.5,73.9,6.97,0.341,68.875,0.227863356471062,0.1272,0.1291,0.4576,36.46,9.894,90.48568,4.4,2964300.0,1.6
1698,27.0,2.82,70.1,-2.42,49.2,60.4,43.7,64.3,16.5,0.496,75.83333333,-0.506110489368439,0.7396,0.224,0.2085,34.016,2.97,46.443768,22.9,10051322.0,3.27
1700,27.0,7.91,67.3,4.69,28.2,33.8,22.4,104.0,9.34,0.287,50.33333333,0.776816248893738,0.6171,0.6621,0.5898,43.245,6.55,97.32708,3.7,16402365.0,2.62
1701,27.0,-7.26,64.8,1.83,34.0,64.8,28.6,84.3,8.53,0.421,76.66666667,0.609987437725067,0.3682,0.3734,0.0799,33.42,5.86,55.13338,19.6,2666718.0,2.54
1702,27.0,-9.49,73.1,6.22,37.4,27.4,23.4,114.0,7.25,0.312,18.33333333,0.271775960922241,0.2383,0.2377,0.508,70.238,1.74,69.428215,11.7,86482920.0,1.94
1706,26.0,-7.14,60.3,9.04,39.0,54.6,76.1,39.7,2.88,0.583,84.5,0.0891812443733215,0.7353,0.8983,0.6334,72.561,2.5,17.29101,26.7,43957940.0,5.49
1707,25.0,-17.8,71.3,7.65,51.3,59.7,24.6,101.0,11.3,0.474,58.0,-0.308192104101181,0.1867,0.0553,0.2357,48.775,3.29,72.95859,18.3,8277309.0,2.98
1708,25.0,-24.0,75.5,10.3,31.8,57.2,10.8,48.3,28.8,0.444,84.58333333,-1.5616968870163,0.1314,0.1312,0.7886,12.813,6.35,86.087975,7.6,4951138.0,1.6
1711,25.0,-7.52,67.8,-0.359,35.2,38.9,99.8,65.7,5.85,0.659,71.5,-0.882854044437408,0.615,0.326,0.0149,54.314,9.935,30.45546,7.8,3322625.0,5.02
1712,25.0,-10.6,53.5,1.07,46.9,52.0,108.0,26.6,2.23,0.559,81.0,0.625379621982574,0.6932,0.8125,0.6759,68.672,3.19,20.445217,25.8,22436660.0,5.6
1713,25.0,-19.0,74.1,6.04,43.9,59.0,21.3,58.0,8.54,0.5,83.25,-0.305793792009354,0.4844,0.0473,0.429,43.279,8.16,65.955475,20.8,5770649.0,2.48
1714,25.0,1.2,59.0,0.686,43.0,35.0,138.0,47.6,3.41,0.673,54.0,-1.99455380439758,0.8505,0.8316,0.7421,57.412,3.763,33.754402,7.5,156595744.0,5.87
1716,24.0,-6.21,69.6,6.76,32.3,57.0,52.2,35.0,4.03,0.611,62.66666667,-1.54677140712738,0.0454,0.0925,0.209,70.291,5.0,37.45238,14.8,146706816.0,2.32
1717,24.0,-10.9,70.6,9.26,27.7,33.4,6.0,99.3,12.6,0.156,40.5,0.489347755908966,0.3222,0.4666,0.6116,25.828,6.1,94.83581,2.5,9757710.0,1.5
1718,24.0,-7.28,63.1,20.7,30.4,45.0,90.0,49.6,4.19,0.591,34.33333333,-2.644526720047,0.7098,0.719,0.3848,65.207,0.54,47.722645,15.6,190123232.0,3.9
1719,24.0,-0.448,70.4,2.74,46.3,61.2,32.4,81.3,6.99,0.467,61.75,-1.7287632226944,0.2385,0.836,0.3056,54.629,3.86,67.249054,11.5,92946952.0,3.21
1720,23.0,28.5,68.8,-18.8,26.8,31.7,40.3,85.1,18.1,0.354,46.5,-0.277853518724442,0.2047,0.2054,0.4899,46.81,5.74,82.23722,2.5,9119630.0,1.91
1722,23.0,-22.2,68.8,15.9,34.2,41.5,49.4,20.7,4.96,0.526,64.375,-1.62008118629456,0.6632,0.7167,0.1417,83.566,10.542,38.943096,11.2,27026952.0,2.74
1723,22.0,-3.01,57.2,3.6,43.9,34.4,112.0,41.4,4.77,0.627,69.5,-0.474782139062881,0.8635,0.8898,0.7338,49.046,3.766,40.232925,8.8,19319276.0,5.17
1724,22.0,-1.61,74.1,0.656,48.5,57.0,19.2,89.8,12.1,0.433,80.0,-0.673675775527954,0.655,0.1308,0.1417,37.505,4.61,79.28477,16.0,14742768.0,2.68
1725,22.0,-8.4,60.3,27.7,44.1,47.5,59.6,48.0,4.19,0.605,75.0,-1.42558062076569,0.8588,0.886,0.7765,76.817,2.92,31.731995,24.7,40364448.0,4.48
1726,22.0,7.44,68.7,1.97,39.9,43.7,10.7,161.0,21.3,0.318,39.125,-0.969926595687866,0.2452,0.2485,0.4398,26.358,8.3,86.57571,2.5,143163648.0,1.54
1727,22.0,-14.6,55.3,8.55,35.5,43.1,172.0,18.5,2.99,0.66,66.0,-0.289030253887177,0.8191,0.7634,0.5395,61.534,4.06,12.984289,34.9,6259845.0,5.35
1729,22.0,-1.62,70.0,12.6,25.3,66.2,12.3,119.0,11.1,0.336,78.0,-0.302319407463074,0.4737,0.4741,0.6157,31.498,8.84,96.10155,2.5,45863884.0,1.42
1731,21.0,4.15,57.0,1.21,42.9,31.4,111.0,63.8,3.98,0.66,71.0,-1.32086253166199,0.8204,0.7842,0.7551,53.09,6.602,26.152693,16.3,20677762.0,5.26
1733,21.0,5.35,75.8,3.65,49.1,64.0,26.8,98.5,14.2,0.496,85.66666667,-0.883586049079895,0.1689,0.5975,0.2123,41.063,5.46,81.06569,8.8,5702579.0,2.79
1735,20.0,-6.7,66.5,2.5,41.1,48.7,47.9,44.3,3.4,0.513,64.83333333,-0.560373842716217,0.2105,0.2104,0.0965,80.07,0.58,34.840633,13.0,14155742.0,2.95
1736,20.0,-11.8,47.4,0.712,56.7,18.4,154.0,18.9,2.97,0.7,82.25,-1.90398991107941,0.8295,0.8334,0.7916,61.306,5.272,18.303085,31.9,4564544.0,5.25
1737,20.0,-16.8,64.2,-2.93,35.6,21.0,71.5,51.9,4.68,0.531,8.0,-0.15804822742939,0.5139,0.6382,0.5453,70.525,0.848,53.83961,16.8,6229933.0,3.24
1739,19.0,-4.93,59.5,-16.8,43.5,33.4,129.0,36.0,6.4,0.56,63.5,-0.34759184718132,0.7867,0.787,0.6276,40.966,3.78,39.794273,33.1,22507674.0,6.24
1740,19.0,-6.59,60.3,-21.2,48.4,29.1,65.1,69.3,4.15,0.617,65.75,-0.250487625598907,0.8747,0.6871,0.6642,37.2,19.943,15.55069,36.0,4257234.0,4.97
1741,19.0,-9.32,58.0,32.7,42.1,22.1,120.0,14.7,1.55,0.657,46.5,-2.00098276138306,0.8747,0.8705,0.7021,60.509,3.807,20.093689,34.5,64270236.0,6.52
1743,19.0,-24.0,69.3,4.04,29.9,41.8,31.6,82.9,6.56,0.367,60.0,-0.622969388961792,0.6752,0.5949,0.447,64.716,2.788,94.934044,8.2,5414084.0,2.91
1748,18.0,-15.3,60.7,11.6,60.4,41.0,81.5,37.5,3.49,0.624,85.0,-0.957430124282837,0.095,0.0,0.4704,53.472,15.658,26.116703,45.8,9730646.0,3.41
1749,18.0,1.72,75.1,4.6,42.0,23.9,20.7,70.7,16.4,0.53,-4.1428571000000005,-1.56424200534821,0.6684,0.7462,0.1152,29.955,12.11,84.59906,5.5,74322688.0,1.77
1750,18.0,-10.8,68.8,9.76,44.7,17.2,61.9,41.2,6.68,0.22,-7.0,0.485472977161407,0.3918,0.3984,0.2327,51.828,4.0,95.078415,4.2,5180961.0,2.77
1751,17.0,0.652,66.2,17.3,35.0,17.4,38.9,58.3,2.2,0.265,32.33333333,-0.950552523136139,0.4125,0.412,0.2133,49.528,5.04,97.96588,8.4,28167840.0,2.46
1752,16.0,-6.83,56.0,-9.56,42.4,15.2,154.0,19.8,3.43,0.747,55.5,-1.72622966766357,0.862,0.8635,0.6411,78.066,0.958,10.25719,35.7,11496138.0,6.7
1753,15.0,0.113,70.1,-19.5,29.1,40.0,35.8,66.4,11.0,0.574,46.7,-2.17470788955688,0.3689,0.3694,0.4844,31.02,8.395,81.59378,15.8,30289044.0,4.56
1754,15.0,-3.67,67.0,1.86,35.4,26.1,78.1,46.6,4.67,0.628,46.0,-2.64707374572754,0.7147,0.719,0.4307,67.007,13.0,26.920193,16.5,32948156.0,4.93
1758,93.0,6.95,79.5,3.22,27.2,95.2,4.11,116.0,58.6,0.049,97.5,1.04096102714539,0.0819,0.1049,0.2333,13.205,7.75,99.59724,2.5,5550850.0,1.88
1759,93.0,2.3,80.9,3.14,32.4,92.6,6.14,108.0,37.9,0.173,98.5,1.23648881912231,0.3969,0.1657,0.811,13.84,6.56,100.0,2.5,4346345.0,2.12
1761,92.0,1.36,80.4,0.323,27.7,91.9,3.06,156.0,54.7,0.07,100.0,1.42360687255859,0.1315,0.1412,0.2531,16.23,8.39,99.44807,2.5,5363279.0,1.87
1762,92.0,5.11,81.9,0.948,27.7,95.0,3.06,117.0,49.1,0.052,100.0,1.09417045116425,0.06,0.1968,0.2342,14.944,8.61,99.157135,2.5,9381722.0,1.99
1763,89.0,-1.87,81.6,2.85,33.6,90.8,5.65,76.0,60.8,0.133,93.0,0.936318218708038,0.7124,0.5772,0.6958,19.063,8.06,99.53213,2.5,33963416.0,1.64
1764,88.0,8.09,81.0,0.94,27.9,89.9,4.46,115.0,56.3,0.052,100.0,0.940750122070313,0.1054,0.5143,0.7222,12.866,4.99,97.80819,2.5,16617121.0,1.8
1765,87.0,-0.922,82.1,1.16,34.7,92.2,4.77,102.0,61.1,0.136,94.62,0.888859868049622,0.0929,0.3349,0.8211,14.818,5.21,99.99115,2.5,22019166.0,1.93
1766,87.0,9.61,82.8,0.313,32.5,90.9,4.55,123.0,74.2,0.057,100.0,1.25859427452087,0.5314,0.5441,0.6083,26.393,4.81,99.881134,2.5,7822444.0,1.5
1767,86.0,12.1,81.3,5.96,25.7,98.0,3.23,115.0,63.3,0.072,100.0,1.33231151103973,0.0586,0.0673,0.2048,20.898,3.52,98.0627,2.5,4889747.0,1.95
1768,85.0,9.85,82.6,6.37,26.2,96.5,2.62,107.0,47.8,0.093,100.0,1.02225363254547,0.0798,0.082,0.1913,6.426,7.56,98.78475,2.5,318346.0,2.07
1769,85.0,31.7,81.0,4.65,30.5,88.8,2.99,143.0,78.4,0.109,96.0,1.46121859550476,0.5302,0.644,0.0911,11.453,4.36,97.64001,2.5,507075.0,1.58
1771,80.0,16.6,80.8,-2.89,32.3,87.9,4.17,104.0,43.9,0.163,98.0,1.02016532421112,0.1206,0.0312,0.155,38.458,14.53,90.55358,2.5,4524581.0,2.0
1772,79.0,3.5,80.8,0.873,30.3,84.9,4.33,146.0,63.1,0.111,99.5,1.15264821052551,0.1068,0.1522,0.4146,42.601,4.82,99.98583,2.5,8362829.0,1.44
1773,79.0,5.26,80.5,0.645,30.3,83.8,4.18,109.0,58.1,0.096,95.75,0.796834468841553,0.1682,0.1642,0.6571,23.034,6.97,99.224144,2.5,81325088.0,1.39
1775,78.0,1.34,83.3,-1.88,32.1,80.8,3.2,96.2,51.8,0.114,97.5,0.879353165626526,0.0119,0.0178,0.5406,9.188,5.1,99.96388,2.7,128105432.0,1.37
1777,76.0,-1.69,80.6,1.43,34.4,81.6,5.16,122.0,52.1,0.179,94.0,0.411818206310272,0.1211,0.0532,0.6944,18.698,7.79,99.11836,2.5,62760048.0,1.89
1778,72.0,6.09,78.6,8.86,46.5,76.7,8.7,117.0,17.2,0.339,89.5,0.679604530334473,0.1861,0.1871,0.3841,12.926,8.41,97.102234,3.4,17004166.0,1.88
1779,71.0,1.7,80.2,1.89,28.4,80.5,4.46,112.0,54.3,0.092,96.0,0.810646176338196,0.5554,0.5409,0.2127,2.349,8.29,99.48611,2.5,10877948.0,1.81
1781,69.0,0.987,76.5,5.75,44.5,81.0,10.7,132.0,24.4,0.321,88.25,0.824986040592194,0.2504,0.0817,0.3548,5.586,7.16,95.145096,2.5,3352653.0,2.08
1782,68.0,-1.29,81.6,1.07,33.7,77.7,4.27,92.5,58.1,0.129,86.62,0.681087553501129,0.1032,0.1221,0.4029,21.631,8.87,98.65548,2.5,62444568.0,1.99
1783,65.0,6.42,76.3,1.82,32.0,76.8,4.57,124.0,23.7,0.166,98.0,0.661366999149323,0.5062,0.4944,0.4985,31.906,16.71,99.3335,2.5,1331535.0,1.64
1784,64.0,1.06,79.7,-1.03,24.9,76.9,3.21,103.0,39.0,0.128,86.56,0.866508841514587,0.2216,0.2201,0.2868,47.342,7.24,98.005775,2.5,2057294.0,1.52
1785,63.0,-8.23,79.5,1.88,31.5,72.9,3.57,123.0,52.6,0.13,86.6,0.452444821596146,0.0939,0.3962,0.3962,32.449,6.26,99.57228,3.0,1129693.0,1.42
1786,63.0,20.6,70.8,12.5,32.7,25.2,8.48,129.0,63.5,0.175,76.25,0.801757872104645,0.6252,0.4874,0.331,15.913,2.464,97.91568,8.4,8481775.0,1.87
1788,61.0,-1.02,82.1,0.153,35.3,81.6,3.85,110.0,46.2,0.105,87.75,-0.318043738603592,0.4165,0.4132,0.4514,21.558,19.86,99.903786,2.5,46572776.0,1.37
1789,60.0,-7.64,80.2,0.642,35.8,80.2,3.87,115.0,31.4,0.127,87.64,0.717686951160431,0.0468,0.0198,0.1438,39.433,10.77,98.78788,2.5,10588401.0,1.33
1790,58.0,-10.4,57.0,7.68,59.2,76.3,49.8,113.0,10.6,0.511,82.5,0.991209805011749,0.4102,0.411,0.5986,37.588,17.86,66.8374,21.5,2091666.0,2.88
1795,56.0,0.0558,81.1,3.17,29.0,82.8,6.81,109.0,38.5,0.264,96.0,1.25345623493195,0.0414,0.0907,0.1223,5.928,6.85,99.96472,2.5,418758.0,1.39
1796,54.0,2.81,80.8,2.74,32.0,81.1,4.13,104.0,37.4,0.113,86.67,0.325895816087723,0.002,0.0021,0.6604,18.064,3.32,99.98518,2.5,48813036.0,1.19
1797,54.0,-11.0,74.2,1.13,37.5,80.4,15.2,92.8,14.3,0.386,82.0,0.6402587890625,0.4634,0.4547,0.6385,58.445,7.65,94.23357,4.3,1283347.0,1.58
1798,53.0,-1.85,79.5,6.63,48.2,80.4,10.1,67.7,23.2,0.333,91.92,0.691537201404572,0.2368,0.0489,0.241,28.264,7.17,95.96482,4.6,4622250.0,1.92
1799,53.0,21.8,70.4,32.1,36.1,28.6,11.7,151.0,40.4,0.335,59.75,0.590241730213165,0.4373,0.3567,0.4322,24.839,4.007,96.21748,7.7,2881915.0,2.9
1800,53.0,-2.37,76.5,1.56,33.2,70.5,5.98,122.0,21.5,0.171,91.12,1.01733005046844,0.1183,0.0468,0.1712,39.108,9.64,95.28064,2.5,38597356.0,1.37
1803,50.0,-2.0,73.2,2.53,33.6,72.4,6.04,156.0,19.3,0.149,97.5,0.715260624885559,0.3223,0.3219,0.4141,33.243,17.81,89.55252,2.5,3139021.0,1.51
1807,47.0,4.75,74.8,2.53,29.4,72.1,6.0,120.0,20.2,0.24,92.5,0.685783743858337,0.1522,0.0297,0.5244,31.089,11.17,98.0084,2.5,9986832.0,1.33
1808,47.0,-20.2,76.9,8.08,33.7,37.4,20.3,95.5,16.9,0.482,63.0,-0.312492519617081,0.5926,0.0396,0.0659,13.912,12.5,97.83864,6.2,6931263.0,3.66
1809,47.0,16.6,71.8,17.2,35.6,18.4,12.1,175.0,42.1,0.651,38.5,-0.226726979017258,0.18,0.0949,0.127,17.916,5.55,99.24771,5.9,29411930.0,2.96
1810,46.0,3.06,77.8,-1.43,26.6,81.9,3.38,124.0,31.8,0.139,92.5,0.989233732223511,0.3222,0.3233,0.6591,26.745,7.28,99.137535,2.5,10464750.0,1.47
1811,45.0,36.3,80.1,11.1,35.1,38.8,10.4,135.0,60.9,0.225,76.25,0.451988816261292,0.6604,0.3444,0.6745,0.0,1.82,100.0,2.5,2943364.0,2.22
1812,45.0,1.16,57.1,6.13,63.4,77.9,52.5,97.3,12.7,0.44,88.0,-0.0294270031154156,0.7517,0.8652,0.8603,37.782,23.18,69.086685,3.7,51784928.0,2.59
1813,44.0,15.9,74.4,7.27,44.5,61.9,7.94,118.0,21.6,0.28,49.25,0.143352136015892,0.588,0.597,0.6657,29.088,3.39,98.84265,3.4,28717728.0,2.15
1814,44.0,-11.5,60.9,3.73,60.6,62.3,48.3,92.9,8.57,0.499,93.0,0.846940040588379,0.6329,0.7005,0.6626,58.384,22.12,32.15005,28.8,2099275.0,3.61
1815,44.0,-4.31,76.7,7.01,38.8,57.3,17.3,84.4,16.7,0.422,50.75,-0.915285527706146,0.32,0.2216,0.0049,29.175,10.66,93.288246,2.5,73195352.0,2.16
1816,43.0,-2.09,73.3,-0.361,35.0,70.5,7.81,110.0,18.7,0.231,91.5,0.527854025363922,0.5867,0.5795,0.5556,32.159,19.48,90.071754,2.5,2101537.0,1.51
1818,43.0,-4.23,76.2,9.47,35.8,27.9,18.4,102.0,11.7,0.29,27.5,-0.0639763623476028,0.0394,0.0124,0.0104,33.343,13.05,86.811554,3.4,10895063.0,2.14
1819,41.0,-18.3,73.4,2.04,40.2,61.6,10.2,103.0,10.5,0.171,81.6,-0.518517076969147,0.5023,0.5021,0.5899,42.911,33.13,92.12766,3.4,2093828.0,1.47
1820,41.0,-16.4,61.8,16.6,42.5,60.2,69.9,68.2,4.38,0.573,92.0,0.026093240827322,0.6733,0.6731,0.7987,49.287,5.38,14.687273,6.1,25574722.0,4.27
1822,41.0,-1.66,76.8,0.928,32.4,68.1,5.47,113.0,24.6,0.136,82.5,0.608463644981384,0.369,0.0763,0.4447,44.845,11.62,96.36774,2.5,4368680.0,1.47
1823,40.0,-15.8,64.5,3.19,47.2,32.5,63.5,34.4,2.91,0.45,19.0,-0.272093862295151,0.3238,0.0,0.5066,83.066,11.895,58.256985,31.4,10309032.0,4.52
1824,39.0,-1.86,82.1,0.436,34.7,78.3,3.97,157.0,48.4,0.123,85.0,0.473923683166504,0.1145,0.1147,0.3027,31.673,8.36,99.885704,2.5,59822452.0,1.43
1825,37.0,-1.04,73.8,8.42,53.3,71.2,18.7,100.0,17.7,0.45,83.4,0.0134759107604623,0.5408,0.0468,0.6054,15.665,8.034,81.8542,3.7,196353504.0,1.81
1826,38.0,-17.0,71.9,14.2,39.5,45.9,14.2,104.0,6.08,0.414,73.0,-0.718320906162262,0.4923,0.4749,0.6543,44.465,20.2,87.66308,6.7,3836834.0,1.92
1829,37.0,-6.49,73.8,5.91,35.5,66.0,11.5,120.0,11.0,0.358,84.0,0.273600399494171,0.3069,0.1723,0.2373,46.171,6.96,79.02781,2.5,20335212.0,1.47
1830,36.0,-3.2,72.3,0.764,35.6,68.4,10.7,134.0,17.4,0.24,81.0,0.360091060400009,0.4021,0.3031,0.5965,27.698,10.28,85.93138,4.0,7592271.0,1.49
1831,36.0,-19.6,75.2,2.64,43.5,64.7,19.3,126.0,9.78,0.424,84.17,0.0588422268629074,0.1978,0.0,0.3559,34.548,4.89,83.40581,10.5,6114039.0,2.27
1832,36.0,-8.19,78.5,2.59,51.6,71.5,19.9,183.0,23.1,0.508,78.17,-0.116048209369183,0.5528,0.3873,0.3338,34.86,5.875,72.964134,10.9,3623622.0,2.62
