,CPI,trade_balance_perc_of_gdp,life_expectancy,inflation_annual_perc,gini_index,democracy_index,childmor_0_5_per_1000,cellphone_per_100,avrg_daily_income,gender_inequality_ind,press_freedom_index,political_stability,ethnic_div_index,linguistic_div_index,religious_div_index,rural_population_ratio,unemployment_perc_tot_labor,pop_percent_with_sanitation,undernourishment_prevalence_perc,population,fertility_rate
2490,43.0,-2.66,74.8,7.85,52.1,73.8,16.2,138.0,21.0,0.44,65.97,-0.070290133357048,0.5408,0.0468,0.6054,14.508,6.76,85.21064,2.5,203459648.0,1.75
2491,43.0,-1.09,73.0,1.34,37.4,67.3,8.68,129.0,20.2,0.232,68.58,0.0785408988595009,0.4021,0.3031,0.5965,26.349,11.42,85.97267,3.3,7372142.0,1.53
2492,38.0,-4.96,59.4,-0.62,35.3,40.9,91.0,68.8,3.28,0.601,75.55,-0.787128567695618,0.7377,0.7228,0.5798,73.066,4.206,19.360443,11.8,18169844.0,5.52
2495,21.0,-4.41,68.6,2.63,40.7,47.8,33.7,134.0,4.41,0.493,59.03,0.0231748018413782,0.2105,0.2104,0.0965,78.201,0.69,50.020473,9.2,15210817.0,2.63
2496,27.0,-3.61,59.5,2.01,46.6,34.1,89.8,76.4,5.75,0.584,61.87,-1.05925238132477,0.8635,0.8898,0.7338,46.024,3.53,42.192818,5.3,22299590.0,4.85
2497,81.0,-0.906,82.2,1.94,33.2,90.8,5.37,81.3,63.2,0.109,89.01,1.17550384998322,0.7124,0.5772,0.6958,18.782,6.91,99.310646,2.5,35404616.0,1.6
2498,24.0,-19.7,47.5,11.9,56.7,14.9,134.0,24.1,2.64,0.684,66.87,-2.69919323921204,0.8295,0.8334,0.7916,60.041,5.577,16.342083,47.9,4798739.0,5.01
2499,22.0,-8.3,58.3,0.646,43.4,15.0,134.0,38.3,3.81,0.699,59.78,-1.56888270378113,0.862,0.8635,0.6411,77.628,1.042,10.853312,27.0,13697128.0,6.16
2500,73.0,0.373,79.5,5.85,45.1,78.0,8.1,134.0,22.0,0.288,74.2,0.447516918182373,0.1861,0.1871,0.3841,12.697,6.65,98.943985,3.0,17687108.0,1.8
2501,36.0,2.11,76.4,1.03,39.2,30.0,11.6,92.8,10.5,0.233,27.09,-0.522584021091461,0.1538,0.1327,0.6643,45.741,4.63,82.74794,2.5,1385189632.0,1.61
2502,37.0,-4.22,79.7,2.24,52.5,65.5,16.2,119.0,15.9,0.433,63.32,-1.11459410190582,0.6014,0.0193,0.1478,20.585,8.57,88.09634,7.5,46677944.0,1.9
2504,23.0,2.07,62.9,-6.56,48.9,28.9,56.4,99.7,4.96,0.588,70.56,-0.359291583299637,0.8747,0.6871,0.6642,34.915,20.274,18.33936,25.3,4944865.0,4.78
2505,54.0,-2.47,80.5,6.21,48.6,80.3,9.24,145.0,24.9,0.318,87.77,0.577418208122253,0.2368,0.0489,0.241,24.059,8.5,96.84647,4.7,4844293.0,1.82
2506,32.0,2.63,60.2,4.41,41.7,35.3,93.3,96.1,3.94,0.649,68.37,-1.03716063499451,0.8204,0.7842,0.7551,50.986,3.475,29.88205,9.2,22995554.0,5.03
2507,48.0,-0.393,77.9,0.151,32.1,69.3,4.96,104.0,21.5,0.119,73.18,0.619112372398376,0.369,0.0763,0.4447,44.077,17.29,96.46232,2.5,4283968.0,1.49
2509,63.0,1.06,80.4,-1.34,35.6,74.0,2.87,131.0,44.3,0.117,85.55,0.551882088184357,0.0939,0.3962,0.3962,32.969,16.09,99.48416,2.5,1176997.0,1.36
2510,51.0,6.33,79.0,2.58,25.9,79.4,3.11,132.0,32.2,0.146,89.93,0.989990472793579,0.3222,0.3233,0.6591,26.616,6.11,99.13589,2.5,10517178.0,1.51
2511,22.0,-5.03,61.8,0.994,42.1,17.5,101.0,48.8,2.25,0.634,55.36,-2.16792130470276,0.8747,0.8705,0.7021,57.82,4.449,17.830576,35.1,76035592.0,6.24
2512,92.0,6.96,80.8,1.03,28.4,91.1,4.16,127.0,59.1,0.035,92.57,0.951779723167419,0.0819,0.1049,0.2333,12.59,6.93,99.59723,2.5,5650654.0,1.83
2515,32.0,-5.19,72.2,4.32,44.3,66.7,32.1,80.8,13.3,0.477,72.83,0.145934492349625,0.4294,0.0395,0.3118,22.33,6.72,84.40033,8.2,10282116.0,2.48
2516,33.0,-1.6,75.6,3.03,45.0,58.7,15.6,104.0,15.5,0.396,68.84,-0.0185332093387842,0.655,0.1308,0.1417,36.739,3.48,85.25233,8.7,15957995.0,2.54
2518,39.0,-19.0,73.5,1.01,41.6,65.3,16.0,148.0,10.6,0.395,78.43,-0.0245900042355061,0.1978,0.0,0.3559,31.126,4.15,83.1724,10.8,6209528.0,2.13
2520,69.0,3.49,77.3,2.92,34.6,77.4,3.4,144.0,30.6,0.163,90.37,0.780257880687714,0.5062,0.4944,0.4985,31.731,7.35,99.12569,2.5,1314531.0,1.61
2521,43.0,-0.632,53.5,7.15,53.7,30.9,67.2,81.4,5.01,0.562,53.24,-0.500559747219086,0.0582,0.1722,0.4444,76.851,23.973,59.78873,12.7,1125872.0,3.2
2522,33.0,-17.5,66.3,11.0,34.6,37.2,66.8,30.6,3.67,0.565,59.42,-1.3393874168396,0.7235,0.8073,0.6249,81.002,2.412,7.1936793,15.9,99746768.0,4.44
2523,89.0,-1.15,81.4,1.63,26.8,90.3,2.38,139.0,54.6,0.061,93.6,1.28219723701477,0.1315,0.1412,0.2531,14.825,8.66,99.44796,2.5,5461436.0,1.83
2524,69.0,-1.15,82.6,0.577,32.3,80.4,4.13,103.0,58.0,0.103,78.11,0.300568491220474,0.1032,0.1221,0.4029,20.606,10.29,98.65238,2.5,63588496.0,1.98
2525,37.0,15.5,65.9,-0.851,39.0,37.6,53.5,149.0,11.3,0.561,68.68,0.149542808532715,0.769,0.7821,0.6674,12.349,20.565,48.326714,13.3,1966858.0,3.91
2526,29.0,-14.6,65.0,5.21,37.3,30.5,67.0,104.0,4.96,0.633,53.58,-0.151400715112686,0.7864,0.8076,0.097,41.472,7.786,46.221313,10.5,2189023.0,5.54
2527,52.0,-16.9,73.2,4.23,37.5,58.2,10.9,143.0,7.76,0.362,70.22,-0.321507543325424,0.4923,0.4749,0.6543,42.933,17.44,86.822365,7.9,3774232.0,2.0
2528,79.0,6.62,81.0,1.88,30.9,86.4,3.9,122.0,58.7,0.078,89.77,0.925186455249786,0.1682,0.1642,0.6571,22.81,4.98,99.22482,2.5,81858824.0,1.44
2529,48.0,-7.37,63.9,23.9,42.9,63.3,57.4,108.0,4.96,0.554,83.71,-0.106807962059975,0.6733,0.6731,0.7987,46.581,4.495,18.1775,7.1,28196356.0,4.1
2530,43.0,-1.56,81.0,-1.94,35.8,74.5,4.42,112.0,24.6,0.118,68.67,-0.140445962548256,0.1576,0.03,0.153,22.298,26.49,98.94889,2.5,10862972.0,1.33
2531,32.0,-11.6,71.6,2.86,48.3,58.1,30.1,108.0,9.4,0.523,63.39,-0.655563533306122,0.5122,0.4586,0.3753,50.366,2.72,66.4019,17.7,15713744.0,3.09
2535,19.0,-20.4,61.9,2.22,60.5,38.2,72.5,65.0,4.03,0.63,76.47,-0.643627285957336,0.095,0.0,0.4704,48.556,13.96,31.412323,42.6,10412741.0,3.03
2536,29.0,-17.8,69.9,6.85,50.3,58.4,20.2,84.6,9.8,0.429,62.86,-0.534083962440491,0.1867,0.0553,0.2357,45.486,7.08,78.00732,14.6,9127851.0,2.56
2538,54.0,5.85,76.0,3.69,30.9,69.0,5.4,119.0,21.0,0.248,73.27,0.669904828071594,0.1522,0.0297,0.5244,29.773,7.73,97.99768,2.5,9867906.0,1.35
2539,79.0,6.37,83.7,4.14,27.8,95.8,2.26,113.0,52.5,0.07,91.5,1.24697458744049,0.0798,0.082,0.1913,6.333,4.9,98.78355,2.5,327650.0,1.96
2540,38.0,-2.99,69.0,3.33,35.7,79.2,46.3,72.2,4.15,0.558,59.66,-0.997911989688873,0.4182,0.8069,0.326,67.616,7.981,53.810886,14.8,1307246464.0,2.38
2541,34.0,-0.748,70.2,5.44,39.4,69.5,29.1,127.0,6.04,0.485,61.85,-0.416824042797089,0.7351,0.768,0.234,47.365,4.05,71.08355,7.9,256229760.0,2.41
2542,49.0,12.9,73.2,-2.25,35.5,18.2,9.19,164.0,48.2,0.303,41.7,-0.285844653844833,0.18,0.0949,0.127,17.04,5.72,99.65387,4.3,32125570.0,2.64
2543,49.0,-25.7,78.1,3.45,34.1,37.6,18.2,128.0,15.1,0.468,59.58,-0.540025532245636,0.5926,0.0396,0.0659,10.0,11.9,97.55303,6.0,8658030.0,3.51
2544,74.0,18.0,81.5,0.0542,31.9,87.2,3.87,106.0,45.1,0.115,89.13,1.05299115180969,0.1206,0.0312,0.155,37.66,11.86,90.960594,2.5,4622165.0,1.99
2546,43.0,2.9,82.8,0.913,34.7,78.5,3.56,149.0,44.8,0.082,76.25,0.458165407180786,0.1145,0.1147,0.3027,30.728,12.68,99.88551,2.5,60322792.0,1.45
2547,38.0,-22.2,76.3,6.93,45.3,73.9,16.4,108.0,14.7,0.394,89.1,0.0244925320148468,0.4129,0.1098,0.616,45.416,9.05,85.62576,9.3,2784542.0,2.05
2548,76.0,-2.59,84.1,1.69,32.9,80.8,2.82,124.0,50.0,0.124,73.98,0.96859735250473,0.0119,0.0178,0.5406,8.696,3.59,99.94704,2.5,127476728.0,1.43
2549,45.0,20.6,72.3,1.76,36.4,31.5,11.2,154.0,34.7,0.331,61.17,0.734907329082489,0.4373,0.3567,0.4322,19.855,3.55,99.04546,7.1,4009272.0,2.8
2550,29.0,13.7,70.1,5.77,27.0,31.7,13.1,163.0,12.3,0.229,45.06,0.0360181555151939,0.6171,0.6621,0.5898,42.882,5.06,97.6697,2.5,17592296.0,2.68
2551,25.0,-13.2,63.8,7.64,41.3,51.3,48.2,73.4,4.24,0.538,69.3,-1.28224718570709,0.8588,0.886,0.7765,74.779,2.796,32.21411,19.6,45831860.0,3.99
2553,55.0,5.05,82.3,0.907,31.2,80.6,3.61,113.0,41.5,0.1,74.34,0.108568802475929,0.002,0.0021,0.6604,18.293,3.08,99.96611,2.5,50558044.0,1.26
2555,44.0,37.0,81.6,-6.76,35.1,37.8,8.86,202.0,56.6,0.319,69.29,0.149006545543671,0.6604,0.3444,0.6745,0.0,2.9,100.0,2.5,3761590.0,2.01
2556,27.0,-50.2,71.6,8.42,26.8,52.4,23.6,130.0,6.2,0.385,68.76,-0.804615676403046,0.6752,0.5949,0.447,64.365,3.283,96.76477,6.1,5814426.0,3.08
2557,25.0,-17.6,67.2,5.73,36.9,22.1,56.1,69.0,5.76,0.495,28.78,0.498692989349365,0.5139,0.6382,0.5453,67.513,2.146,66.99365,8.0,6691467.0,2.82
2558,55.0,-2.92,74.7,1.92,35.1,74.8,5.47,119.0,23.8,0.235,78.9,0.487268358469009,0.5867,0.5795,0.5556,32.048,10.85,91.083244,2.5,2011040.0,1.52
2559,40.0,-10.4,76.8,4.66,33.4,63.1,17.3,125.0,13.3,0.284,61.31,-0.851661503314972,0.0394,0.0124,0.0104,32.228,14.26,91.05903,2.7,11428953.0,2.23
2560,49.0,-51.7,47.9,14.0,46.1,66.6,93.0,102.0,4.02,0.555,71.64,-0.332812041044235,0.255,0.2543,0.7211,73.498,16.904,38.64773,26.1,2095251.0,3.19
2562,39.0,-11.6,72.3,0.215,39.5,40.0,26.7,129.0,10.7,0.476,60.28,-0.446265608072281,0.4841,0.4683,0.0035,39.744,9.7,81.67878,4.1,34248608.0,2.56
2563,58.0,1.82,74.6,0.834,37.7,75.4,5.0,142.0,25.9,0.135,80.8,0.742136418819427,0.3223,0.3219,0.4141,32.892,10.7,91.72345,2.5,2994928.0,1.62
2564,82.0,32.1,82.0,2.8,31.2,88.8,2.71,144.0,78.8,0.071,93.3,1.37832379341125,0.5302,0.644,0.0911,10.116,5.85,97.61614,2.5,556075.0,1.56
2565,28.0,-5.41,63.8,6.73,42.8,44.2,59.6,40.1,1.59,0.562,70.62,-0.557235836982727,0.8791,0.0204,0.5191,65.466,1.391,9.93933,37.6,24215980.0,4.3
2567,52.0,9.27,75.1,2.47,41.2,64.9,8.0,147.0,27.9,0.263,57.27,0.266619145870209,0.588,0.597,0.6657,26.423,2.88,99.549904,3.6,30606454.0,2.07
2568,32.0,-15.5,59.5,1.27,32.2,57.9,113.0,134.0,3.81,0.663,63.71,-1.71398878097534,0.6906,0.8388,0.182,60.804,1.349,35.548603,3.6,17551824.0,6.23
2569,55.0,12.0,81.8,2.34,29.0,83.9,6.95,122.0,45.4,0.187,76.16,1.12549698352814,0.0414,0.0907,0.1223,5.65300000000001,5.73,99.96462,2.5,446449.0,1.43
2570,30.0,-16.8,69.3,-11.9,32.6,41.7,86.2,97.7,6.31,0.637,73.47,-0.589508354663849,0.615,0.326,0.0149,49.797,10.066,41.14197,8.0,3843181.0,4.79
2571,54.0,-5.54,75.0,2.17,37.8,81.7,14.4,128.0,15.6,0.37,72.31,0.667965948581696,0.4634,0.4547,0.6385,58.889,7.47,95.50695,5.3,1292112.0,1.46
2572,35.0,-1.18,75.6,4.44,48.7,66.8,15.4,88.4,13.4,0.366,54.96,-0.853918790817261,0.5418,0.1511,0.1796,21.007,4.81,88.18573,4.4,118755888.0,2.24
2574,39.0,-4.82,67.2,7.45,32.0,66.2,19.5,104.0,11.2,0.331,69.7,0.791901171207428,0.3682,0.3734,0.0799,31.837,4.8,60.93582,10.1,2902826.0,2.81
2576,36.0,-1.44,75.3,-0.301,27.3,38.3,25.3,112.0,9.6,0.439,63.74,-1.19053518772125,0.3394,0.4427,0.0091,29.779,10.21,86.86985,2.9,38760168.0,2.89
2577,31.0,-48.9,54.9,1.21,54.0,46.6,86.2,71.0,2.87,0.548,70.74,-0.336002737283707,0.6932,0.8125,0.6759,66.122,3.384,27.777273,25.7,26038704.0,5.37
2578,21.0,-0.776,67.3,4.27,38.1,30.5,53.6,56.8,6.26,0.552,58.57,-1.08758068084717,0.5062,0.5072,0.1974,70.35,0.723,70.77458,5.1,51072436.0,2.26
2579,49.0,-25.0,63.3,8.23,59.4,62.4,45.3,119.0,11.0,0.48,87.5,0.608740627765656,0.6329,0.7005,0.6626,54.174,18.52,33.549892,21.5,2243008.0,3.52
2580,29.0,-25.7,69.9,8.04,31.9,47.7,38.1,83.8,6.1,0.498,63.84,-0.724599540233612,0.6632,0.7167,0.1417,81.818,10.576,55.12481,6.1,27462110.0,2.22
2581,83.0,11.1,81.6,0.253,28.6,89.2,4.09,115.0,54.6,0.038,93.54,1.04511535167694,0.1054,0.5143,0.7222,10.31,7.42,97.74681,2.5,16954080.0,1.76
2582,91.0,0.801,81.5,0.416,34.2,92.6,6.0,113.0,40.7,0.141,91.45,1.46792757511139,0.3969,0.1657,0.811,13.719,5.43,100.0,2.5,4514198.0,2.03
2583,28.0,-16.7,74.5,8.39,46.2,53.2,19.0,114.0,11.7,0.443,72.3,-0.0407801233232021,0.4844,0.0473,0.429,42.3,4.52,70.874435,19.7,6208680.0,2.26
2585,27.0,5.99,61.6,4.66,38.4,37.6,127.0,77.5,3.63,0.675,65.76,-2.1302764415741,0.8505,0.8316,0.7421,53.018,3.944,37.531567,9.2,179379024.0,5.65
2586,45.0,-17.2,74.0,1.45,35.2,62.5,12.0,106.0,11.6,0.159,63.57,0.256382942199707,0.5023,0.5021,0.5899,42.716,28.38,94.672325,3.5,2105293.0,1.51
2587,86.0,10.3,82.2,0.258,26.8,99.3,2.8,112.0,72.5,0.044,93.48,1.11995851993561,0.0586,0.0673,0.2048,19.308,3.48,98.05793,2.5,5137926.0,1.87
2588,37.0,-8.43,70.3,11.2,30.6,31.6,24.6,99.7,7.06,0.567,48.11,-1.63117659091949,0.1836,0.0237,0.1979,57.161,13.105,95.50864,4.2,95592328.0,3.34
2589,29.0,-6.42,64.2,7.41,31.6,46.4,78.2,65.2,4.89,0.555,48.54,-2.40127921104431,0.7098,0.719,0.3848,64.181,1.83,57.32419,13.4,208251632.0,3.62
2590,37.0,-8.38,78.9,4.2,50.5,70.8,17.5,178.0,26.9,0.438,69.8,0.209008201956749,0.5528,0.3873,0.3338,33.629,4.419,77.51545,8.3,3888795.0,2.57
2592,24.0,1.85,76.4,2.86,50.7,62.6,22.9,120.0,20.1,0.461,68.19,-0.0886275097727776,0.1689,0.5975,0.2123,39.526,5.03,86.53109,7.1,6090727.0,2.54
2593,38.0,-1.64,78.9,2.43,43.1,65.4,16.8,105.0,12.9,0.427,68.3,-0.550656914710999,0.6566,0.3358,0.1988,22.827,3.21,74.37033,5.4,30353956.0,2.46
2594,38.0,-2.76,71.0,3.05,45.2,67.7,30.5,110.0,7.4,0.436,56.31,-0.713820934295654,0.2385,0.836,0.3056,53.907,3.6,73.910675,11.1,101325208.0,2.99
2595,61.0,0.409,77.6,0.465,32.8,74.7,5.03,147.0,22.3,0.145,88.97,0.842940807342529,0.1183,0.0468,0.1712,39.597,8.99,98.02982,2.5,38581880.0,1.32
2596,63.0,0.15,81.3,0.705,35.6,77.9,3.66,114.0,28.8,0.091,82.27,0.8062744140625,0.0468,0.0198,0.1438,37.064,13.9,99.31541,2.5,10408379.0,1.26
2597,27.0,0.31,76.5,9.76,38.8,19.8,16.6,86.2,15.0,0.527,27.71,-0.874987661838531,0.6684,0.7462,0.1152,27.17,10.68,87.81862,4.9,79961672.0,1.71
2598,43.0,-0.422,75.0,1.71,36.0,66.8,9.97,115.0,11.4,0.316,76.52,0.0491361282765865,0.3069,0.1723,0.2373,46.1,6.8,82.23213,2.5,19995836.0,1.5
2599,27.0,6.42,71.0,7.49,39.9,33.9,9.05,153.0,30.8,0.277,57.22,-0.943617463111877,0.2452,0.2485,0.4398,26.05,5.16,87.820946,2.5,144285072.0,1.7
2600,49.0,-16.2,67.2,4.73,44.6,32.5,44.1,68.1,3.1,0.417,43.43,-0.313469648361206,0.3238,0.0,0.5066,83.033,11.876,63.05801,35.1,11368450.0,4.06
2604,27.0,-32.3,75.8,0.105,31.8,51.2,8.6,69.9,27.0,0.462,68.11,-1.69794130325317,0.1314,0.1312,0.7886,12.053,8.765,92.63387,5.5,6274345.0,1.71
2605,43.0,-14.9,66.8,-1.52,40.4,61.5,52.9,103.0,4.31,0.538,73.32,-0.198223099112511,0.6939,0.7081,0.1497,54.564,7.625,51.103607,11.8,13970314.0,4.9
2608,31.0,-21.7,57.1,1.8,34.7,45.6,129.0,66.6,3.47,0.652,71.77,-0.104039676487446,0.8191,0.7634,0.5395,59.568,4.68,14.5767,25.0,7140700.0,4.67
2611,58.0,6.75,81.3,0.456,25.7,75.7,2.61,112.0,37.8,0.067,79.62,0.965773403644562,0.2216,0.2201,0.2868,46.443,9.67,98.04338,2.5,2074923.0,1.6
2613,44.0,-1.5,61.8,5.37,63.0,78.2,39.5,145.0,11.9,0.433,76.81,-0.146388962864876,0.7517,0.8652,0.8603,35.688,22.61,72.9688,4.8,54729556.0,2.51
2615,60.0,3.1,82.8,-0.224,36.0,80.5,3.37,109.0,41.4,0.079,79.37,0.243121743202209,0.4165,0.4132,0.4514,20.634,24.44,99.90438,2.5,46464548.0,1.34
2617,11.0,-5.63,68.7,34.1,34.2,25.4,68.2,75.1,4.56,0.59,28.12,-2.36308455467224,0.7147,0.719,0.4307,66.311,17.385,33.668518,11.1,37003248.0,4.66
2619,87.0,3.6,82.5,1.74,28.4,97.3,2.91,126.0,53.3,0.044,91.02,1.06541478633881,0.06,0.1968,0.2342,13.753,7.95,99.245926,2.5,9747507.0,1.92
2620,86.0,10.5,83.5,-0.653,32.5,90.9,4.36,136.0,77.7,0.042,89.53,1.40265262126923,0.5314,0.5441,0.6083,26.304,4.83,99.89259,2.5,8187792.0,1.54
2621,16.0,8.9,69.9,-2.84,29.5,42.3,30.5,89.8,11.2,0.571,54.56,-2.48033785820007,0.3689,0.3694,0.4844,30.242,10.59,91.00692,17.3,36746484.0,4.48
2624,31.0,-9.22,64.5,6.05,39.1,57.7,61.4,62.7,3.19,0.57,72.7,-0.597118556499481,0.7353,0.8983,0.6334,69.096,2.12,24.307846,22.5,50814552.0,5.15
2625,38.0,5.88,78.1,1.44,37.0,53.9,11.0,139.0,15.3,0.419,62.06,-0.906386315822601,0.6338,0.6344,0.0994,53.057,0.58,96.75388,7.8,69960944.0,1.51
2627,29.0,-13.3,61.8,-0.0842,43.8,34.5,79.3,62.0,2.71,0.595,71.0,-0.16712686419487,0.7099,0.898,0.6596,60.421,2.145,15.5998,20.2,7288381.0,4.59
2630,45.0,-3.36,77.1,7.39,41.2,51.2,13.4,92.0,20.6,0.346,54.13,-1.08603596687317,0.32,0.2216,0.0049,26.923,9.88,95.8287,2.5,78112064.0,2.09
2631,17.0,2.47,69.9,0.669,44.7,18.3,52.5,127.0,10.2,0.189,19.19,0.0742060318589211,0.3918,0.3984,0.2327,50.079,4.126,97.00678,3.6,5663159.0,2.96
2633,26.0,-3.51,71.7,15.9,24.0,54.2,9.82,144.0,13.0,0.295,63.07,-2.02083349227905,0.4737,0.4741,0.6157,31.032,9.27,97.228516,2.5,45148072.0,1.51
2635,78.0,-2.08,81.1,1.28,34.0,83.1,4.53,121.0,52.6,0.144,80.07,0.415347635746002,0.1211,0.0532,0.6944,17.635,6.11,99.1137,2.5,64773504.0,1.88
2636,74.0,-2.91,79.1,1.87,41.5,81.1,6.88,100.0,69.7,0.217,76.51,0.582419633865356,0.4901,0.5647,0.8241,18.517,6.17,99.78386,2.5,322033952.0,1.95
2637,73.0,-2.0,77.1,10.2,40.1,81.7,9.24,162.0,28.8,0.328,83.92,0.99187958240509,0.2504,0.0817,0.3548,5.05500000000001,6.55,96.32264,2.5,3391660.0,2.02
2638,18.0,-4.27,67.2,14.0,35.0,24.5,27.8,71.1,2.79,0.289,38.99,-0.273108631372452,0.4125,0.412,0.2133,49.15,5.09,100.0,2.5,30446542.0,2.34
2640,31.0,3.79,73.7,3.7,34.8,34.1,22.1,149.0,10.5,0.317,27.64,-0.0223473571240902,0.2383,0.2377,0.508,66.885,1.26,78.903076,8.6,91235504.0,1.96
2645,36.0,-17.3,78.1,0.564,32.9,59.1,9.6,118.0,12.1,0.204,71.23,0.341639041900635,0.2204,0.0399,0.4719,42.566,17.19,97.65497,4.9,2882482.0,1.71
2646,70.0,25.7,73.2,-16.3,29.7,27.5,7.83,201.0,74.9,0.126,63.27,0.748049259185791,0.6252,0.4874,0.331,14.326,1.763,98.600136,6.5,8916909.0,1.77
2647,15.0,-3.38,63.5,-3.52,48.5,33.5,88.1,49.4,5.77,0.53,62.16,-0.50538581609726,0.7867,0.787,0.6276,36.554,9.584,47.37448,14.5,28127724.0,5.77
2648,32.0,-1.07,76.5,26.6,41.8,70.2,11.5,143.0,23.5,0.345,73.89,0.0087641347199678,0.255,0.0618,0.2236,8.497,7.524,94.94803,2.5,43257064.0,2.31
2649,35.0,-12.2,75.1,1.21,32.4,40.0,14.4,120.0,8.59,0.309,71.57,-0.256798654794693,0.1272,0.1291,0.4576,36.915,12.177,92.91019,2.8,2878598.0,1.66
2650,79.0,-1.49,82.7,-0.594,34.4,90.1,3.87,108.0,64.5,0.111,82.97,0.873180687427521,0.0929,0.3349,0.8211,14.299,6.05,99.99115,2.5,23820240.0,1.86
2651,76.0,3.75,81.6,2.3,30.5,85.4,3.71,156.0,62.2,0.084,89.15,1.12933051586151,0.1068,0.1522,0.4146,42.285,5.72,99.97671,2.5,8642422.0,1.49
2652,29.0,2.99,70.2,-8.85,27.0,27.1,26.3,108.0,19.7,0.335,41.59,-0.733916640281677,0.2047,0.2054,0.4899,45.286,4.96,96.11962,2.5,9863485.0,2.09
2653,61.0,3.13,82.7,2.32,39.4,77.7,3.92,132.0,37.3,0.104,67.91,-1.09781730175018,0.3436,0.5525,0.3469,7.821,5.25,99.973114,2.5,8007777.0,3.0
2654,25.0,-7.41,73.6,5.87,32.4,57.3,36.1,83.2,4.41,0.557,57.05,-1.20977377891541,0.0454,0.0925,0.209,65.692,4.371,46.711853,14.0,157830000.0,2.13
2655,32.0,0.107,73.7,16.0,25.6,36.2,4.03,118.0,16.9,0.139,52.02,0.110905699431896,0.3222,0.4666,0.6116,22.819,5.838,97.80713,2.5,9700609.0,1.69
2656,77.0,1.42,81.1,1.33,27.7,79.3,3.99,114.0,55.7,0.063,88.02,0.577092111110687,0.5554,0.5409,0.2127,2.124,8.48,99.48614,2.5,11248306.0,1.79
2657,37.0,-7.32,62.6,0.852,47.8,57.2,99.9,85.2,3.0,0.622,70.76,-0.0204964224249125,0.7872,0.7905,0.5544,54.305,2.023,14.783432,7.3,10932791.0,5.05
2659,34.0,-6.2,71.3,-4.62,46.7,57.5,30.8,91.6,19.8,0.439,68.71,-0.270498692989349,0.7396,0.224,0.2085,31.607,3.11,56.691177,14.3,11090090.0,2.92
2660,38.0,-18.1,76.5,1.37,32.8,48.3,6.14,97.7,24.1,0.165,72.49,-0.404167622327805,0.63,0.6751,0.6851,52.827,27.69,95.312935,2.5,3524328.0,1.35
2661,63.0,-6.72,60.6,3.73,53.3,78.7,40.7,151.0,8.82,0.489,77.09,1.03136825561523,0.4102,0.411,0.5986,32.845,19.299,74.76207,19.6,2305177.0,2.77
2662,38.0,-1.15,75.0,7.57,51.9,69.6,15.7,126.0,20.3,0.437,68.07,-0.331864446401596,0.5408,0.0468,0.6054,14.23,8.56,86.037964,2.5,205188208.0,1.74
2663,41.0,0.899,73.2,2.95,38.6,71.4,8.18,126.0,19.3,0.218,67.09,0.010424641892314,0.4021,0.3031,0.5965,26.01,9.14,85.98305,3.4,7309255.0,1.55
2664,38.0,-6.87,59.9,-2.22,35.1,47.0,86.8,77.2,3.5,0.619,76.21,-0.609127342700958,0.7377,0.7228,0.5798,72.47,4.344,19.804094,12.0,18718022.0,5.44
2666,55.0,-11.7,74.9,1.62,42.4,78.1,21.5,111.0,9.5,0.402,79.31,0.855819821357727,0.4174,0.0,0.0766,35.7,11.81,70.34114,16.8,552169.0,2.37
2667,21.0,-4.43,68.9,1.79,40.6,42.7,32.0,135.0,4.66,0.484,59.01,0.0633481442928314,0.2105,0.2104,0.0965,77.812,0.39,53.106575,8.9,15417527.0,2.59
2668,27.0,-3.56,60.0,0.31,46.7,36.6,85.8,78.9,5.89,0.582,60.37,-0.989914000034332,0.8635,0.8898,0.7338,45.422,3.546,42.59281,5.4,23012650.0,4.78
2669,83.0,-2.46,82.3,-0.877,33.8,90.8,5.28,83.3,63.7,0.103,89.01,1.26233685016632,0.7124,0.5772,0.6958,18.741,6.91,99.25507,2.5,35732120.0,1.59
2670,24.0,-19.0,49.7,2.71,56.7,15.7,129.0,25.8,2.58,0.68,66.16,-1.89358747005463,0.8295,0.8334,0.7916,59.723,5.737,15.963187,49.9,4819341.0,4.94
2671,22.0,-6.56,58.8,-8.48,43.4,15.0,130.0,38.7,3.81,0.697,59.83,-0.973281741142273,0.862,0.8635,0.6411,77.485,1.072,11.013366,28.0,14140277.0,6.05
2672,70.0,-0.967,79.6,4.95,44.4,78.4,7.89,130.0,22.5,0.277,77.0,0.424871742725372,0.1861,0.1871,0.3841,12.64,6.49,99.36589,3.1,17870122.0,1.79
2673,37.0,3.24,76.8,-0.00294,38.6,31.4,10.7,92.7,11.2,0.224,26.45,-0.552559673786163,0.1538,0.1327,0.6643,44.5,4.65,84.43259,2.5,1393715456.0,1.62
2674,37.0,-7.06,79.7,2.45,51.0,66.2,15.7,122.0,15.6,0.43,60.92,-1.0726637840271,0.6014,0.0193,0.1478,20.236,8.3,89.0315,6.5,47119728.0,1.87
2676,23.0,-37.2,63.5,-17.6,48.9,29.1,54.9,103.0,4.67,0.584,67.0,-0.529127299785614,0.8747,0.6871,0.6642,34.457,20.485,18.936928,25.2,5064390.0,4.72
